topico,pais,seed,volume,prompts,eh_categoria,familia,estagio,categoria,marcas,marcas_nucleo,eh_branded,trend,int_informational,int_commercial,int_transactional,int_navigational,int_task
Xiaomi Mi Robot Vacuum-Mop 2C,br,aspirador,713,19,0,produto e categoria,descoberta,sem categoria,,,0,74;100;100;87;90;97;99;75;75;75;70;69,0.42,0.16,0.08,0.29,0.05
Máquinas de tosar cães,br,aspirador,33297,107,0,produto e categoria,escolha,sem categoria,,,0,21;23;26;28;69;69;69;100;71;71;71;71,0.42,0.33,0.16,0.04,0.05
Filtros de Secador,br,aspirador,5072,21,0,peca e filtro,posse,sem categoria,,,0,31;36;31;32;97;99;99;100;100;100;98;98,0.65,0.18,0.1,0.05,0.02
Lixeiras com Sensor,br,aspirador,7086,28,0,produto e categoria,exploracao de categoria,sem categoria,,,0,91;97;100;47;50;51;51;47;48;48;48;48,0.6,0.18,0.1,0.07,0.05
Mops e Baldes Noviça,br,aspirador,526,15,0,produto e categoria,descoberta,sem categoria,,,0,29;53;60;43;40;36;38;34;33;96;100;93,0.29,0.19,0.11,0.38,0.03
Secadores e Sopradores Automotivos,br,aspirador,817,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,71;44;43;68;96;99;100;99;51;59;53;54,0.52,0.16,0.27,0.03,0.02
Escorredor de Louça de Parede,br,aspirador,989,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,65;88;88;83;65;68;68;64;75;66;94;100,0.58,0.24,0.04,0.11,0.03
Escovas Elétricas Dentais,br,aspirador,30942,74,0,produto e categoria,escolha,sem categoria,,,0,33;35;36;39;53;53;53;100;51;51;51;51,0.4,0.27,0.26,0.02,0.05
Aparadores e Buffets Rústicos,br,aspirador,613,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,56;81;100;81;72;71;89;69;77;82;60;59,0.53,0.25,0.1,0.05,0.07
Carrinhos de Limpeza Profissional,br,aspirador,2833,19,0,manutencao e limpeza,posse,sem categoria,,,0,85;98;100;99;46;49;50;49;50;50;51;50,0.59,0.24,0.11,0.02,0.04
Lixadeiras Portáteis e Esmerilhadeiras,br,aspirador,5094,24,0,produto e categoria,escolha,sem categoria,,,0,86;99;100;100;49;52;52;89;95;95;96;95,0.43,0.25,0.25,0.05,0.02
Aspiradores Crivie 4 em 1 Pro Max,br,aspirador,93,16,1,produto e categoria,exploracao de categoria,aspirador,,,0,100;44;51;56;56;74;72;66;59;42;42;36,0.55,0.19,0.08,0.16,0.02
Spotter e Repuxadeiras,br,aspirador,6213,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,55;65;66;34;86;89;89;99;100;100;100;100,0.55,0.28,0.05,0.1,0.02
Removedores de cheiro e limpadores sem odor,br,aspirador,1321,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,32;34;73;52;60;61;61;97;100;85;85;85,0.5,0.31,0.12,0.01,0.06
Escovas Dentais Elétricas,br,aspirador,1840,23,0,produto e categoria,escolha,sem categoria,,,0,55;66;66;87;95;95;95;90;97;97;100;100,0.5,0.36,0.1,0.02,0.02
Passadeiras e vaporizadores Mondial,br,aspirador,1421,24,0,produto e categoria,descoberta,sem categoria,mondial,,1,49;64;66;75;80;84;84;100;81;81;77;76,0.51,0.15,0.07,0.25,0.02
Aparadores Pretos para Sala,br,aspirador,1013,15,0,produto e categoria,escolha,sem categoria,,,0,52;66;67;64;52;55;56;72;91;100;61;62,0.34,0.47,0.11,0.01,0.07
Purificadores de ar Fischer,br,aspirador,365,18,1,produto e categoria,exploracao de categoria,purificador,fischer,,1,36;45;45;76;76;100;95;41;41;42;69;77,0.47,0.2,0.18,0.12,0.03
Dyson Supersonic: secadores de cabelo,br,aspirador,4252,26,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;42;43;59;82;84;83;100;92;92;91;90,0.56,0.21,0.16,0.05,0.02
Puxadores Redondos,br,aspirador,222,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,27;58;53;36;25;27;32;84;100;26;26;23,0.45,0.28,0.16,0.01,0.1
Coifas e depuradores Consul,br,aspirador,869,24,1,produto e categoria,descoberta,coccao,consul,consul,1,70;90;100;49;50;50;50;51;64;68;64;69,0.4,0.13,0.16,0.29,0.02
Atacado de Limpeza,br,aspirador,396,15,0,manutencao e limpeza,posse,sem categoria,,,0,38;48;52;100;48;79;81;70;68;64;66;69,0.32,0.46,0.12,0.03,0.07
Sopradores Silenciosos para Pets,br,aspirador,290,16,0,produto e categoria,escolha,sem categoria,,,0,65;94;100;86;92;69;69;71;70;70;70;70,0.34,0.26,0.28,0.07,0.05
Coadores de Café e Acessórios,br,aspirador,4765,26,0,produto e categoria,exploracao de categoria,sem categoria,,,0,77;94;100;100;91;94;95;96;97;97;97;96,0.55,0.25,0.12,0.05,0.03
Penteadeiras Aéreas com Espelho,br,aspirador,580,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,6;41;48;34;34;24;43;100;89;71;64;65,0.52,0.3,0.11,0.04,0.03
Mop Triangular: Limpeza Eficiente,br,aspirador,951,17,0,manutencao e limpeza,posse,sem categoria,,,0,87;100;100;51;35;37;36;36;39;39;38;37,0.66,0.17,0.06,0.03,0.08
Aparadores de 80 cm,br,aspirador,858,16,0,produto e categoria,escolha,sem categoria,,,0,28;32;36;35;44;44;46;25;26;100;91;94,0.46,0.38,0.12,0.02,0.02
Desentupidores de alta pressão,br,aspirador,1314,17,0,manutencao e limpeza,posse,sem categoria,,,0,24;33;33;30;33;34;33;63;87;87;97;100,0.47,0.38,0.11,0.02,0.02
Robuschi Sopradores,br,aspirador,148,16,0,produto e categoria,descoberta,sem categoria,,,0,100;96;100;100;100;100;100;100;100;100;100;100,0.22,0.16,0.25,0.32,0.05
Pistolas Tornador para Limpeza Automotiva,br,aspirador,964,21,0,manutencao e limpeza,posse,sem categoria,,,0,54;60;58;58;98;100;100;41;41;42;44;44,0.58,0.2,0.15,0.05,0.02
Aparadores para salões de beleza,br,aspirador,129,16,0,produto e categoria,escolha,sem categoria,,,0,74;90;100;87;77;80;77;87;85;85;85;85,0.34,0.45,0.13,0.01,0.07
Exaustores silenciosos para banheiro e quarto,br,aspirador,5920,26,0,produto e categoria,exploracao de categoria,sem categoria,,,0,16;22;23;23;80;82;82;82;99;99;100;100,0.42,0.33,0.1,0.05,0.1
Limpeza a Vapor Kärcher SC4,br,aspirador,470,20,0,manutencao e limpeza,posse,sem categoria,,,0,79;87;89;91;91;93;95;76;100;96;96;95,0.65,0.12,0.15,0.05,0.03
Vassouras Condor,br,aspirador,845,18,0,produto e categoria,descoberta,sem categoria,,,0,68;97;100;94;85;88;91;81;86;96;95;94,0.37,0.14,0.14,0.32,0.03
Air Wash Samsung e Desodorização,br,aspirador,1808,19,0,produto e categoria,exploracao de categoria,sem categoria,samsung,samsung,1,15;51;53;20;20;14;15;100;70;82;70;73,0.75,0.11,0.06,0.02,0.06
Escovas secadoras e alisadoras,br,aspirador,4025,18,1,produto e categoria,exploracao de categoria,lavanderia,,,0,33;37;38;37;52;53;54;100;99;96;95;96,0.46,0.29,0.14,0.09,0.02
Dichavadores e acessórios para maconha,br,aspirador,10900,30,0,produto e categoria,exploracao de categoria,sem categoria,,,0,69;77;79;78;96;98;98;95;100;100;100;99,0.46,0.22,0.2,0.1,0.02
Vassouras Mágicas e Multifuncionais,br,aspirador,1256,18,0,produto e categoria,escolha,sem categoria,,,0,93;100;100;98;74;78;77;75;72;74;84;90,0.43,0.34,0.11,0.04,0.08
Sopradores de folhas Dewalt,br,aspirador,495,15,0,produto e categoria,escolha,sem categoria,,,0,74;90;91;91;95;100;100;100;100;100;99;98,0.47,0.2,0.25,0.05,0.03
Brinquedos eróticos de sucção,br,aspirador,518,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,81;85;90;91;97;100;100;85;92;91;91;90,0.66,0.22,0.05,0.05,0.02
Pás e hélices de ventilador de teto,br,aspirador,3577,29,1,produto e categoria,exploracao de categoria,sem categoria,,,0,88;100;51;53;56;59;59;45;53;53;51;51,0.68,0.21,0.05,0.04,0.02
Escovas do Homem-Aranha,br,aspirador,654,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,54;71;73;83;81;100;87;97;82;62;63;63,0.58,0.22,0.08,0.07,0.05
Liquidificadores com Espremedor,br,aspirador,402,16,1,produto e categoria,exploracao de categoria,liquidificador,,,0,33;36;37;60;86;87;100;83;56;34;34;34,0.51,0.36,0.09,0.02,0.02
Aparadores com prateleiras,br,aspirador,585,15,0,peca e filtro,posse,sem categoria,,,0,14;31;61;28;35;38;42;23;20;100;87;58,0.45,0.34,0.14,0.04,0.03
Enceradeiras Domésticas Arno,br,aspirador,1791,20,0,produto e categoria,exploracao de categoria,sem categoria,arno,,1,45;27;28;30;99;100;100;99;30;30;29;29,0.53,0.16,0.18,0.1,0.03
Trituradores Insinkerator,br,aspirador,623,18,0,produto e categoria,descoberta,sem categoria,,,0,65;82;84;80;76;81;82;100;87;86;87;86,0.44,0.11,0.1,0.34,0.01
Escova Secadora Mega,br,aspirador,304,16,1,produto e categoria,descoberta,lavanderia,,,0,15;22;27;27;57;53;100;32;29;91;86;78,0.32,0.08,0.18,0.39,0.03
Depuradores de Embutir,br,aspirador,5018,26,1,produto e categoria,exploracao de categoria,coccao,,,0,79;93;100;100;92;94;95;93;97;96;96;95,0.42,0.25,0.18,0.12,0.03
Ferramentas e Compressores Casas Bahia,br,aspirador,382,16,0,peca e filtro,posse,sem categoria,,,0,19;33;41;29;28;31;43;58;58;100;91;44,0.26,0.08,0.17,0.46,0.03
Ventiladores repelentes para moscas e mosquitos,br,aspirador,3554,27,1,produto e categoria,exploracao de categoria,sem categoria,,,0,46;27;31;45;48;49;49;100;87;87;93;95,0.61,0.22,0.06,0.06,0.05
Desumidificadores para armários e closets,br,aspirador,659,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,24;43;52;63;80;63;61;100;96;50;50;80,0.58,0.3,0.07,0.04,0.01
Xiaomi E5 - Robô de Limpeza,br,aspirador,1875,20,0,manutencao e limpeza,posse,sem categoria,,,0,24;25;26;87;91;92;91;69;100;100;99;99,0.6,0.05,0.02,0.28,0.05
Liquidificadores Arno Magiclean,br,aspirador,325,15,1,produto e categoria,descoberta,liquidificador,arno,,1,39;48;50;46;45;48;55;100;95;47;47;49,0.3,0.27,0.04,0.36,0.03
Coifa e Depurador para Apartamento,br,aspirador,15241,67,1,produto e categoria,exploracao de categoria,coccao,,,0,74;81;80;85;90;92;93;97;100;100;100;100,0.66,0.24,0.03,0.05,0.02
Lixadeiras e ferramentas pneumáticas,br,aspirador,2025,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,63;91;93;91;92;100;100;97;98;98;100;99,0.55,0.25,0.12,0.03,0.05
Purificadores de Ar Sterilair,br,aspirador,35069,36,1,produto e categoria,exploracao de categoria,purificador,,,0,8;11;13;81;82;82;82;100;100;100;100;100,0.46,0.26,0.08,0.18,0.02
Penteadeiras Tok Stok,br,aspirador,711,16,0,produto e categoria,descoberta,sem categoria,,,0,19;26;29;41;41;47;22;50;36;92;81;100,0.35,0.09,0.15,0.4,0.01
Suportes de shampoo com ventosa,br,aspirador,345,15,0,garantia e suporte,posse,sem categoria,,,0,25;33;36;35;32;33;47;30;31;100;88;30,0.35,0.43,0.11,0.04,0.07
Puxadores de metal estilo Beetle,br,aspirador,98,15,0,produto e categoria,descoberta,sem categoria,,,0,17;89;100;22;66;77;53;43;47;24;24;24,0.3,0.23,0.05,0.4,0.02
Purificadores PA26G,br,aspirador,471,16,1,produto e categoria,exploracao de categoria,purificador,,,0,14;39;50;36;49;50;33;100;97;36;33;54,0.45,0.21,0.22,0.05,0.07
Dispositivos de Tosse e Assistência Respiratória,br,aspirador,3264,28,0,assistencia e conserto,posse,sem categoria,,,0,55;86;78;80;83;70;70;74;99;100;76;76,0.74,0.1,0.09,0.05,0.02
Acessórios para Café,br,aspirador,285,15,0,produto e categoria,escolha,sem categoria,,,0,80;100;97;92;86;89;88;87;89;96;89;93,0.41,0.35,0.13,0.01,0.1
Aparadores de Metal e Metalon,br,aspirador,664,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,22;35;41;34;36;30;32;94;100;68;65;65,0.46,0.27,0.16,0.04,0.07
Desentupidora em Americana,br,aspirador,46,15,0,manutencao e limpeza,posse,sem categoria,,,0,59;66;82;82;91;95;90;88;100;91;84;84,0.05,0.57,0.18,0.1,0.1
Desumidificadores Max 500,br,aspirador,783,16,0,produto e categoria,descoberta,sem categoria,,,0,3;14;16;11;8;9;31;100;93;80;74;70,0.43,0.12,0.13,0.29,0.03
Pistolas e Pulverizadores de Pintura,br,aspirador,4137,27,0,produto e categoria,exploracao de categoria,sem categoria,,,0,84;98;100;60;47;49;48;68;62;60;60;60,0.5,0.34,0.1,0.04,0.02
Aparadores no Mercado Livre,br,aspirador,182,15,0,marca e loja,descoberta,sem categoria,,,0,43;57;56;52;46;50;100;35;35;40;41;41,0.18,0.11,0.21,0.47,0.03
Philco: escovas e secadoras,br,aspirador,11936,41,1,produto e categoria,descoberta,lavanderia,philco,,1,80;85;40;100;99;99;99;39;40;40;40;40,0.38,0.14,0.17,0.29,0.02
Aspiradores IPC AP150,br,aspirador,110,15,1,produto e categoria,exploracao de categoria,aspirador,,,0,27;42;48;36;36;71;48;42;37;100;100;88,0.47,0.31,0.08,0.11,0.03
Arandelas de Parede Recarregáveis,br,aspirador,272,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,34;93;100;45;55;51;78;70;68;51;50;51,0.54,0.29,0.1,0.04,0.03
Desentupidora Betel,br,aspirador,213,15,0,manutencao e limpeza,posse,sem categoria,,,0,36;37;39;42;42;42;42;42;99;100;99;99,0.15,0.08,0.15,0.57,0.05
Desentupidora no Boqueirão,br,aspirador,60,17,0,manutencao e limpeza,posse,sem categoria,,,0,70;84;85;79;80;82;79;92;100;100;100;100,0.18,0.47,0.15,0.13,0.07
Aparadores Dourados de Luxo,br,aspirador,1116,15,0,produto e categoria,escolha,sem categoria,,,0,17;39;49;23;20;22;14;36;34;17;17;100,0.35,0.34,0.17,0.04,0.1
Vaporizadores WAP,br,aspirador,2082,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,84;99;100;98;59;60;60;82;87;87;89;93,0.48,0.17,0.15,0.15,0.05
Puxadores Slim para Móveis,br,aspirador,2544,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,59;85;89;86;83;87;93;91;100;100;100;98,0.48,0.31,0.11,0.01,0.09
Puxadores de Bolinha para Móveis,br,aspirador,252,15,0,produto e categoria,escolha,sem categoria,,,0,42;55;54;58;69;67;62;83;79;100;93;48,0.36,0.45,0.11,0.01,0.07
Escovas Mágicas 5 em 1,br,aspirador,770,16,0,produto e categoria,escolha,sem categoria,,,0,57;100;99;91;91;65;64;61;61;70;69;71,0.37,0.22,0.33,0.05,0.03
Compactadores de lixo,br,aspirador,1330,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,31;47;48;39;90;89;89;100;98;96;96;96,0.53,0.24,0.18,0.05,0
Vassouras Mágicas e Feitiçaria,br,aspirador,2793,26,0,produto e categoria,exploracao de categoria,sem categoria,,,0,34;39;38;34;30;32;33;100;31;31;30;30,0.72,0.12,0.06,0.07,0.03
Irrigadores Oraljet,br,aspirador,473,15,0,produto e categoria,descoberta,sem categoria,,,0,54;75;76;69;87;97;74;72;94;100;61;61,0.26,0.13,0.11,0.43,0.07
Espremedores de Laranja e Frutas,br,aspirador,20433,36,0,produto e categoria,escolha,sem categoria,,,0,63;67;75;85;94;94;94;100;99;99;99;99,0.36,0.35,0.23,0.04,0.02
escovas secadoras 3 em 1,br,aspirador,215,15,1,produto e categoria,escolha,lavanderia,,,0,47;72;100;61;51;53;72;44;43;52;49;50,0.42,0.18,0.28,0.05,0.07
Máquinas de tosa Bravura e Wahl,br,aspirador,136,20,0,produto e categoria,escolha,sem categoria,,,0,71;99;100;72;68;70;70;69;67;79;79;80,0.43,0.33,0.13,0.04,0.07
Difusores e Umidificadores com Aromatizadores,br,aspirador,21829,67,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;33;42;53;87;88;88;100;100;100;100;99,0.55,0.3,0.09,0.04,0.02
Bicos Karcher para Lavadora,br,aspirador,302,16,1,produto e categoria,escolha,lavanderia,,,0,73;83;84;81;82;85;86;82;83;98;100;82,0.35,0.29,0.27,0.05,0.04
Robôs Aspiradores WAP W400,br,aspirador,1511,24,1,produto e categoria,exploracao de categoria,aspirador,,,0,29;39;38;40;40;41;41;92;100;100;99;100,0.58,0.18,0.07,0.15,0.02
Ventiladores rosa,br,aspirador,980,16,1,produto e categoria,exploracao de categoria,sem categoria,,,0,38;57;59;56;49;52;53;98;94;100;52;51,0.51,0.29,0.06,0.11,0.03
Puffs de Espuma,br,aspirador,1337,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,45;45;46;46;45;44;43;99;96;100;98;99,0.61,0.29,0.04,0.04,0.02
Cortadores de Fio,br,aspirador,68,16,0,produto e categoria,escolha,sem categoria,,,0,31;35;40;100;47;47;80;48;43;51;49;49,0.48,0.37,0.11,0.04,0
Lixeiras com controle de odor,br,aspirador,917,15,0,produto e categoria,escolha,sem categoria,,,0,43;57;60;57;48;53;56;67;68;100;93;96,0.34,0.39,0.13,0.04,0.1
Removedor de Cera,br,aspirador,5212,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,26;15;16;15;71;70;71;100;100;100;100;100,0.62,0.23,0.05,0.02,0.08
Escovas e acessórios para piscina,br,aspirador,674,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,77;100;99;91;92;96;92;67;89;92;68;67,0.53,0.2,0.14,0.05,0.08
Acessórios para Casa,br,aspirador,88,16,0,produto e categoria,escolha,sem categoria,,,0,28;85;100;61;78;85;36;28;27;27;27;27,0.38,0.4,0.11,0.04,0.07
Desentupidores de Esgoto e Canos,br,aspirador,2041,24,0,manutencao e limpeza,posse,sem categoria,,,0,91;100;51;76;77;79;83;98;67;65;65;64,0.51,0.31,0.08,0.03,0.07
Motores de ventilador Arno,br,aspirador,399,17,1,produto e categoria,exploracao de categoria,sem categoria,arno,,1,60;81;83;84;81;76;66;77;76;100;94;76,0.68,0.15,0.09,0.05,0.03
Vassouras Magnéticas,br,aspirador,132,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,34;44;50;67;94;67;89;86;99;100;100;100,0.46,0.18,0.17,0.12,0.07
Liquidificadores Silenciosos,br,aspirador,934,18,1,produto e categoria,exploracao de categoria,liquidificador,,,0,56;69;71;58;70;70;79;100;96;82;83;80,0.53,0.32,0.11,0.02,0.02
Espremedores de Limão,br,aspirador,3672,23,0,produto e categoria,exploracao de categoria,sem categoria,,,0,41;49;26;30;38;40;40;100;34;33;34;34,0.45,0.29,0.14,0.04,0.08
Aparelhos anti-mofo eletrônicos,br,aspirador,2086,24,0,produto e categoria,exploracao de categoria,sem categoria,,,0,29;16;17;26;89;89;96;85;95;100;84;84,0.47,0.3,0.12,0.06,0.05
Desentupidora Pelotas,br,aspirador,101,15,0,manutencao e limpeza,posse,sem categoria,,,0,78;82;88;87;88;90;90;90;98;100;92;92,0.22,0.46,0.12,0.17,0.03
agulhas e seringas para aspiração,br,aspirador,11205,33,0,produto e categoria,exploracao de categoria,sem categoria,,,0,12;17;21;84;88;89;90;100;96;96;96;96,0.63,0.23,0.08,0.02,0.04
Espirometros Portáteis,br,aspirador,3152,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,31;33;34;34;80;96;87;100;100;100;100;100,0.55,0.27,0.06,0.04,0.08
depuradores de ar 80 cm,br,aspirador,3552,33,1,produto e categoria,escolha,coccao,,,0,87;100;100;47;46;49;49;46;51;51;53;52,0.41,0.41,0.09,0.04,0.05
Secadores de Cabelo Philco,br,aspirador,4048,27,0,produto e categoria,descoberta,sem categoria,philco,,1,84;98;100;53;50;51;51;51;52;52;51;51,0.45,0.13,0.12,0.28,0.02
Ar comprimido em lata e spray,br,aspirador,2877,22,0,produto e categoria,exploracao de categoria,sem categoria,,,0,34;36;29;42;94;94;95;99;98;99;99;100,0.6,0.27,0.04,0.04,0.05
Difusores de Aroma para Casa,br,aspirador,143829,173,0,produto e categoria,exploracao de categoria,sem categoria,,,0,28;28;32;80;100;100;100;96;95;95;95;95,0.56,0.3,0.07,0.05,0.02
Aspiradores Electrolux Lite 1400W,br,aspirador,379,16,1,produto e categoria,exploracao de categoria,aspirador,electrolux,electrolux,1,37;38;39;48;49;50;44;100;83;59;54;43,0.49,0.23,0.12,0.14,0.02
Profitec Espresso,br,aspirador,175,15,0,produto e categoria,descoberta,sem categoria,,,0,84;92;97;97;81;83;83;98;98;100;100;100,0.34,0.08,0.04,0.53,0.01
Pipoqueiras Elétricas,br,aspirador,35910,52,0,produto e categoria,escolha,sem categoria,,,0,80;77;79;81;92;92;92;100;100;100;100;100,0.33,0.38,0.18,0.06,0.05
Vaporizadores Capilares,br,aspirador,1355,21,0,produto e categoria,exploracao de categoria,sem categoria,,,0,27;30;25;62;96;97;100;44;58;58;58;58,0.53,0.28,0.13,0.05,0.01
Aparadores para Quarto de Casal,br,aspirador,867,15,0,produto e categoria,escolha,sem categoria,,,0,42;52;58;51;46;45;46;75;72;100;82;75,0.28,0.6,0.11,0.01,0
Sopradores térmicos a bateria,br,aspirador,471,17,0,produto e categoria,escolha,sem categoria,,,0,50;86;86;78;87;89;85;96;99;99;100;100,0.41,0.25,0.22,0.05,0.07
Aparadores e Buffets Cinza,br,aspirador,1253,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;45;48;39;45;44;37;83;45;52;100;96,0.39,0.28,0.15,0.11,0.07
Ventiladores de teto com iluminação,br,aspirador,22627,45,1,produto e categoria,exploracao de categoria,sem categoria,,,0,30;31;33;100;34;34;34;37;38;38;38;38,0.57,0.25,0.16,0.02,0
Barbeadores elétricos,br,aspirador,72773,78,0,produto e categoria,escolha,sem categoria,,,0,19;20;21;44;89;89;89;84;100;100;100;100,0.41,0.46,0.1,0.01,0.02
Difusores e umidificadores B-Max,br,aspirador,280,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,100;45;46;40;68;70;37;66;64;58;59;58,0.48,0.31,0.04,0.12,0.05
Tambores de Lixo,br,aspirador,237,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,22;25;24;24;22;23;23;100;33;35;24;24,0.65,0.21,0.06,0.04,0.04
Nebulizadores de malha vibratória,br,aspirador,2148,24,0,produto e categoria,exploracao de categoria,sem categoria,,,0,37;44;43;48;81;81;81;100;100;99;99;99,0.78,0.13,0.02,0.05,0.02
Aparelhos de nebulização e inalação,br,aspirador,309565,235,0,produto e categoria,exploracao de categoria,sem categoria,,,0,18;17;29;88;87;87;87;100;86;86;86;86,0.7,0.18,0.06,0.04,0.02
Trituradores sanitários,br,aspirador,2508,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,18;21;21;27;39;40;42;97;100;100;100;100,0.57,0.18,0.09,0.13,0.03
Mops no Mercado Livre,br,aspirador,186,15,0,marca e loja,descoberta,sem categoria,,,0,33;100;82;61;59;100;79;31;29;29;30;27,0.25,0.08,0.16,0.48,0.03
Desentupimento de mictórios,br,aspirador,587,19,0,manutencao e limpeza,posse,sem categoria,,,0,82;86;87;87;100;100;100;87;87;87;87;87,0.67,0.05,0.11,0.02,0.15
Exaustores 50 cm,br,aspirador,380,16,0,produto e categoria,descoberta,sem categoria,,,0,56;72;73;74;72;90;87;99;84;87;99;100,0.26,0.24,0.12,0.35,0.03
Escovas elétricas e cuidados dentários,br,aspirador,5200,55,0,manutencao e limpeza,posse,sem categoria,,,0,86;98;100;57;66;67;68;67;64;64;63;63,0.56,0.2,0.14,0.05,0.05
Ventiladores no Shopee,br,aspirador,930,15,1,produto e categoria,descoberta,sem categoria,,,0,54;72;73;72;72;77;76;89;91;100;100;99,0.24,0.12,0.21,0.4,0.03
Walkers: acessórios e abafadores,br,aspirador,826,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,30;19;19;18;99;100;100;20;19;19;19;19,0.64,0.22,0.03,0.09,0.02
Remoção de Pelos (Dispositivos/Serviços),br,aspirador,2395,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,53;60;61;32;99;100;100;98;94;97;96;96,0.64,0.23,0.03,0.02,0.08
Compressores Tekna,br,aspirador,489,17,0,peca e filtro,posse,sem categoria,,,0,42;100;60;59;75;83;64;88;60;60;50;49,0.29,0.19,0.1,0.39,0.03
Carrinhos de lixo e coletores,br,aspirador,1465,22,0,produto e categoria,exploracao de categoria,sem categoria,,,0,53;71;71;67;83;88;86;93;94;95;100;100,0.6,0.24,0.04,0.04,0.08
Cafeteiras Oster Compacta,br,aspirador,130,16,1,produto e categoria,exploracao de categoria,sem categoria,oster,,1,10;33;37;29;28;33;59;65;60;100;86;17,0.51,0.15,0.23,0.08,0.03
Aparadores de Madeira Rústica,br,aspirador,8474,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,97;100;46;47;44;44;44;43;43;43;43;43,0.54,0.3,0.1,0.04,0.02
Puxadores de Gola,br,aspirador,262,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,29;43;45;35;52;30;36;82;100;31;31;42,0.58,0.2,0.1,0.05,0.07
Limpeza de Estofados e Carpetes com Zap,br,aspirador,1261,21,0,manutencao e limpeza,posse,sem categoria,,,0,28;32;33;57;99;100;99;86;55;55;54;54,0.4,0.23,0.28,0.04,0.05
Mop Perfect Pro 360,br,aspirador,1268,26,0,produto e categoria,descoberta,sem categoria,,,0,85;100;100;94;61;64;65;76;54;58;45;44,0.43,0.2,0.09,0.26,0.02
Britânia - Extratoras de Sujeira,br,aspirador,113,15,0,produto e categoria,exploracao de categoria,sem categoria,britania,,1,10;11;11;11;10;29;20;100;96;10;9;9,0.45,0.15,0.19,0.18,0.03
Mini pulverizadores,br,aspirador,355,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,27;40;38;42;42;41;45;91;95;100;92;100,0.5,0.27,0.15,0.05,0.03
Robôs com Alexa,br,aspirador,1325,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,47;84;84;45;53;57;61;100;86;76;76;88,0.58,0.24,0.07,0.09,0.02
Liquidificadores Electrolux,br,aspirador,4588,29,1,produto e categoria,exploracao de categoria,liquidificador,electrolux,electrolux,1,74;94;100;100;95;97;97;99;100;99;99;98,0.5,0.23,0.15,0.11,0.01
Compressores de Pintura,br,aspirador,17285,57,0,peca e filtro,posse,sem categoria,,,0,45;47;52;56;82;83;83;100;100;100;100;100,0.52,0.28,0.13,0.05,0.02
Purgadores industriais,br,aspirador,2869,22,0,produto e categoria,exploracao de categoria,sem categoria,,,0,46;49;73;76;100;100;100;96;96;96;96;96,0.68,0.17,0.05,0.07,0.03
Aparadores Amarelos,br,aspirador,521,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,18;39;58;34;32;33;38;100;88;93;76;81,0.36,0.29,0.1,0.18,0.07
Aparadores brancos de madeira,br,aspirador,2316,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,59;76;78;75;59;63;64;58;59;59;100;98,0.58,0.24,0.07,0.04,0.07
Ventiladores Arno 30 cm,br,aspirador,2085,16,1,produto e categoria,descoberta,sem categoria,arno,,1,68;97;100;98;83;94;95;80;90;90;91;96,0.34,0.24,0.07,0.35,0
Puffs para penteadeira,br,aspirador,1815,15,0,produto e categoria,escolha,sem categoria,,,0,48;66;68;61;60;65;65;83;94;100;74;75,0.29,0.45,0.15,0.01,0.1
Ventiladores Arno com repelente,br,aspirador,1855,18,1,produto e categoria,exploracao de categoria,sem categoria,arno,,1,39;43;26;25;35;37;36;60;43;45;100;98,0.64,0.15,0.08,0.1,0.03
